source_file,school,demographic_or_level,field,value
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,POSTSECONDARY COMBINED INDICATOR RATE,83.4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,POSTSECONDARY COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,GRADUATION COMBINED INDICATOR RATE,93.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,GRADUATION COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,OVERALL COMBINED INDICATOR RATE,71.4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Students with Disabilities (IEP),OVERALL INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,63.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,63.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Students with Disabilities (IEP),OVERALL COMBINED INDICATOR RATE,63.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),READING_MATH INDICATOR STATUS,63.3
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),READING_MATH STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,52.4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),GRADUATION RATE STATUS,96.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),GRADUATION RATE STATUS RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),OVERALL INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,62.6
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),POSTSECONDARY STATUS,76.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),POSTSECONDARY STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),READING_MATH CHANGE DIFFERENCE,11.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),READING_MATH CHANGE RATING,5
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),READING_MATH CHANGE,11.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,7.2
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,5
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,7.2
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,2.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,2.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),POSTSECONDARY CHANGE DIFFERENCE,-5.2
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),POSTSECONDARY CHANGE RATING,1
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),POSTSECONDARY CHANGE,-5.2
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),GRADUATION CHANGE DIFFERENCE,1.4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),GRADUATION CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),GRADUATION CHANGE,1.4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATE,75.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,59.6
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,65.4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),POSTSECONDARY COMBINED INDICATOR RATE,71.5
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),POSTSECONDARY COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),GRADUATION COMBINED INDICATOR RATE,97.4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),GRADUATION COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,White (non-Hispanic),OVERALL COMBINED INDICATOR RATE,72.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,READING_MATH INDICATOR STATUS,41.3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,48.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,67.4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,READING_MATH CHANGE DIFFERENCE,4.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,READING_MATH CHANGE,4.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,4.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,4.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATE,45.3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,52.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,67.7
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Economically Disadvantaged,OVERALL COMBINED INDICATOR RATE,49.4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,READING_MATH INDICATOR STATUS,34.3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,READING_MATH STATUS RATING,1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,67.5
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,READING_MATH CHANGE DIFFERENCE,5.1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,READING_MATH CHANGE,5.1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,-1.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,-1.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,READING_MATH COMBINED INDICATOR RATE,39.4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,READING_MATH COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,66.5
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,English Learner including Monitored,OVERALL COMBINED INDICATOR RATE,41.6
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,READING_MATH INDICATOR STATUS,46.9
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,51.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,OVERALL INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,68.7
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,READING_MATH CHANGE DIFFERENCE,7.3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,READING_MATH CHANGE RATING,5
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,READING_MATH CHANGE,7.3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,6.8
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,5
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,6.8
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,2.8
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,2.8
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATE,54.2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,57.8
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,71.5
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Hispanic or Latino,OVERALL COMBINED INDICATOR RATE,56.6
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),READING_MATH INDICATOR STATUS,18.4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),READING_MATH STATUS RATING,1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,18.1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),OVERALL INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,72.9
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),READING_MATH CHANGE DIFFERENCE,0.6
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),READING_MATH CHANGE,0.6
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-5.7
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-5.7
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.7
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.7
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),READING_MATH COMBINED INDICATOR RATE,19.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),READING_MATH COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,12.4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,73.6
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,Students with Disabilities (IEP),OVERALL COMBINED INDICATOR RATE,18.2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),READING_MATH INDICATOR STATUS,51.0
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,56.1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),OVERALL INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,67.7
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),READING_MATH CHANGE DIFFERENCE,5.8
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),READING_MATH CHANGE,5.8
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,4.1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,4.1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATE,56.8
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,60.2
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,68.1
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County Middle School,White (non-Hispanic),OVERALL COMBINED INDICATOR RATE,58.9
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH INDICATOR STATUS,41.8
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,44.8
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS STATUS,63.8
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS STATUS RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,75.0
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH CHANGE DIFFERENCE,-0.2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH CHANGE RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH CHANGE,-0.2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-7.7
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-7.7
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS CHANGE DIFFERENCE,-0.7
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS CHANGE RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS CHANGE,-0.7
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,2.5
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,2.5
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATE,41.6
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,37.1
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATE,63.1
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,77.5
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,OVERALL COMBINED INDICATOR RATE,42.3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH INDICATOR STATUS,52.0
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,38.7
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,GRADUATION RATE STATUS,94.9
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,GRADUATION RATE STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS STATUS,26.7
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,60.9
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,POSTSECONDARY STATUS,61.1
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,POSTSECONDARY STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH CHANGE DIFFERENCE,11.3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH CHANGE RATING,5
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH CHANGE,11.3
